,age,workclass,education-num,marital-status,occupation,race,sex,native-country,class
45552,2,Private,9,Married-civ-spouse,Other-service,White,Female,United-States,<=50K
45553,2,Private,10,Divorced,Machine-op-inspct,Black,Female,United-States,<=50K
45555,1,Private,10,Never-married,Adm-clerical,Black,Male,United-States,<=50K
45556,2,Self-emp-inc,16,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,Taiwan,>50K
45557,4,Self-emp-not-inc,14,Married-spouse-absent,Sales,White,Female,United-States,<=50K
45558,2,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
45559,1,Private,9,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
45560,1,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45561,2,Private,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45562,0,Private,6,Never-married,Other-service,White,Male,United-States,<=50K
45563,0,Private,9,Never-married,Sales,White,Male,United-States,<=50K
45564,1,Private,9,Divorced,Other-service,Black,Female,United-States,<=50K
45565,0,Private,7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
45566,3,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45567,4,Private,4,Widowed,Other-service,White,Female,United-States,<=50K
45568,2,Private,16,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
45569,0,Private,5,Never-married,Handlers-cleaners,White,Female,El-Salvador,<=50K
45570,3,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,White,Male,Mexico,<=50K
45571,0,Private,6,Never-married,Other-service,Black,Male,United-States,<=50K
45572,3,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
45573,2,Private,13,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
45574,3,Private,13,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
45575,3,Private,9,Divorced,Exec-managerial,White,Female,United-States,<=50K
45576,0,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
45577,0,Private,7,Never-married,Sales,White,Male,United-States,<=50K
45578,3,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
45579,1,Private,9,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,United-States,<=50K
45580,3,Private,13,Never-married,Exec-managerial,White,Male,United-States,<=50K
45581,1,Private,9,Never-married,Tech-support,White,Female,United-States,<=50K
45582,3,Private,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
45583,4,Private,4,Widowed,Other-service,White,Female,United-States,<=50K
45584,2,Private,10,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
45585,0,Private,9,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
45586,4,Self-emp-not-inc,4,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
45587,3,Self-emp-not-inc,13,Separated,Tech-support,White,Male,United-States,<=50K
45588,3,State-gov,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
45589,3,Private,10,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,United-States,>50K
45590,4,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45591,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
45592,3,Private,3,Separated,Craft-repair,Black,Female,United-States,<=50K
45593,2,Private,10,Divorced,Machine-op-inspct,White,Male,United-States,<=50K
45594,3,Private,14,Never-married,Prof-specialty,White,Male,United-States,>50K
45595,4,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45596,1,Private,10,Never-married,Machine-op-inspct,Black,Female,United-States,<=50K
45597,2,Private,4,Married-civ-spouse,Craft-repair,Other,Male,United-States,<=50K
45598,4,Self-emp-inc,6,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45599,3,Private,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45600,3,Private,13,Separated,Sales,White,Male,United-States,>50K
45601,0,Private,9,Married-civ-spouse,Craft-repair,White,Male,Ecuador,<=50K
45602,0,Private,12,Never-married,Craft-repair,White,Male,United-States,<=50K
45603,4,Private,9,Married-civ-spouse,Sales,White,Male,United-States,<=50K
45604,2,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45605,3,Private,9,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
45606,1,Private,9,Never-married,Adm-clerical,White,Female,United-States,<=50K
45607,4,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,>50K
45608,2,Private,12,Never-married,Exec-managerial,White,Female,United-States,<=50K
45609,0,Private,12,Never-married,Adm-clerical,White,Female,United-States,<=50K
45610,0,Private,10,Never-married,Exec-managerial,White,Male,United-States,<=50K
45611,1,Private,15,Never-married,Prof-specialty,White,Male,United-States,>50K
45612,1,Private,13,Never-married,Prof-specialty,White,Female,United-States,<=50K
45613,1,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
45614,1,Private,13,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
45615,2,Private,14,Married-civ-spouse,Prof-specialty,White,Female,Canada,>50K
45616,0,Private,5,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
45617,3,Private,11,Never-married,Prof-specialty,White,Female,United-States,<=50K
45618,1,Private,14,Never-married,Adm-clerical,White,Female,United-States,<=50K
45619,3,Private,9,Separated,Sales,White,Female,United-States,<=50K
45620,1,Local-gov,9,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
45621,1,Private,13,Separated,Prof-specialty,Black,Female,United-States,<=50K
45622,3,Private,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45623,3,Self-emp-not-inc,12,Divorced,Sales,White,Female,United-States,<=50K
45624,2,Private,14,Never-married,Exec-managerial,White,Female,United-States,>50K
45625,2,Private,12,Divorced,Prof-specialty,White,Female,United-States,<=50K
45626,2,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45627,4,Local-gov,14,Married-civ-spouse,Exec-managerial,White,Male,Cuba,<=50K
45628,0,Private,8,Never-married,Other-service,White,Female,United-States,<=50K
45629,1,Private,9,Married-civ-spouse,Sales,White,Male,United-States,>50K
45630,1,Private,13,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
45631,2,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
45633,1,Federal-gov,9,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
45635,3,Self-emp-inc,13,Separated,Sales,White,Male,United-States,>50K
45636,1,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45637,3,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45638,2,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
45639,0,Private,9,Never-married,Sales,White,Female,United-States,<=50K
45640,2,Local-gov,11,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
45641,4,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45642,4,Private,10,Widowed,Other-service,White,Female,United-States,<=50K
45643,4,State-gov,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
45644,2,State-gov,9,Separated,Sales,Black,Female,United-States,<=50K
45646,3,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45647,3,Self-emp-not-inc,14,Divorced,Prof-specialty,White,Female,United-States,<=50K
45648,0,Local-gov,13,Never-married,Prof-specialty,White,Male,United-States,<=50K
45649,1,Private,9,Never-married,Machine-op-inspct,Black,Female,United-States,<=50K
45650,2,Private,16,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45651,3,Private,6,Divorced,Adm-clerical,White,Female,United-States,<=50K
45652,3,Private,10,Divorced,Protective-serv,White,Female,United-States,<=50K
45653,1,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
45654,2,Private,5,Divorced,Machine-op-inspct,Black,Female,United-States,<=50K
45656,2,Private,9,Divorced,Sales,White,Male,United-States,<=50K
45657,0,Private,7,Never-married,Sales,White,Female,United-States,<=50K
45658,3,Private,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45660,0,Private,12,Never-married,Sales,White,Female,United-States,<=50K
45661,1,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
45662,2,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45663,3,Federal-gov,13,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
45664,4,Private,9,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
45665,0,Private,9,Never-married,Handlers-cleaners,Black,Female,United-States,<=50K
45666,4,Private,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
45667,1,State-gov,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
45668,1,Private,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45669,2,Local-gov,12,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45670,3,Private,12,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45671,3,Private,10,Widowed,Exec-managerial,White,Female,Germany,<=50K
45672,3,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,United-States,<=50K
45673,4,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45674,1,Private,9,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
45675,1,Private,11,Never-married,Exec-managerial,White,Female,United-States,<=50K
45676,4,Self-emp-inc,15,Divorced,Prof-specialty,White,Male,United-States,<=50K
45677,2,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
45678,1,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
45679,3,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45680,3,Federal-gov,9,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
45681,1,Private,10,Never-married,Other-service,Black,Male,United-States,<=50K
45682,1,Federal-gov,11,Never-married,Adm-clerical,Other,Male,United-States,<=50K
45683,4,Self-emp-not-inc,13,Divorced,Farming-fishing,White,Male,United-States,<=50K
45685,0,State-gov,14,Never-married,Prof-specialty,White,Female,United-States,<=50K
45686,2,Local-gov,12,Married-civ-spouse,Adm-clerical,White,Female,Puerto-Rico,>50K
45687,2,State-gov,9,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
45688,4,Private,10,Divorced,Tech-support,Black,Female,United-States,<=50K
45689,3,Local-gov,13,Separated,Prof-specialty,White,Female,United-States,<=50K
45690,2,Private,10,Divorced,Craft-repair,White,Male,United-States,<=50K
45691,0,Self-emp-inc,9,Never-married,Craft-repair,White,Male,United-States,<=50K
45692,3,Private,9,Divorced,Tech-support,White,Female,United-States,<=50K
45693,4,Self-emp-not-inc,3,Married-civ-spouse,Craft-repair,Black,Male,United-States,<=50K
45694,1,Private,8,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
45695,1,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45697,0,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
45698,2,State-gov,13,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
45700,2,Private,10,Separated,Prof-specialty,White,Male,Canada,>50K
45701,3,Private,8,Divorced,Handlers-cleaners,Black,Male,United-States,<=50K
45702,2,Private,12,Separated,Machine-op-inspct,White,Male,Outlying-US(Guam-USVI-etc),<=50K
45703,3,State-gov,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45704,1,Private,10,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
45705,1,Self-emp-inc,11,Divorced,Exec-managerial,White,Female,Greece,>50K
45706,4,Private,16,Never-married,Prof-specialty,White,Male,United-States,<=50K
45707,2,Private,7,Married-spouse-absent,Craft-repair,Black,Male,United-States,<=50K
45708,2,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45709,2,Private,14,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
45710,2,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
45711,3,State-gov,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
45712,3,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45713,4,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
45714,1,Private,14,Never-married,Prof-specialty,White,Female,United-States,<=50K
45715,1,Private,9,Never-married,Machine-op-inspct,Black,Female,United-States,<=50K
45716,1,Private,12,Never-married,Adm-clerical,Black,Female,United-States,<=50K
45717,3,Private,16,Never-married,Prof-specialty,White,Female,United-States,<=50K
45718,2,Private,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45720,2,Private,6,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
45721,1,Private,9,Never-married,Protective-serv,White,Male,United-States,<=50K
45722,1,Private,13,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
45723,2,Private,12,Married-civ-spouse,Prof-specialty,Black,Male,United-States,<=50K
45724,1,Private,11,Never-married,Prof-specialty,White,Female,United-States,<=50K
45725,1,Private,12,Never-married,Other-service,Black,Male,United-States,<=50K
45726,3,Self-emp-inc,16,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45727,2,Local-gov,8,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
45728,0,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
45729,1,Self-emp-not-inc,9,Never-married,Craft-repair,White,Male,United-States,<=50K
45730,4,Private,5,Widowed,Sales,White,Female,United-States,<=50K
45732,4,Private,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45733,1,Private,11,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
45734,3,Private,13,Divorced,Sales,White,Female,United-States,<=50K
45735,2,Private,9,Married-civ-spouse,Other-service,Black,Female,United-States,<=50K
45736,1,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
45737,2,Federal-gov,10,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines,>50K
45738,3,Private,9,Never-married,Transport-moving,White,Male,United-States,<=50K
45739,3,Self-emp-inc,10,Married-civ-spouse,Sales,White,Male,United-States,>50K
45740,4,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
45741,2,Private,10,Never-married,Craft-repair,Black,Male,United-States,<=50K
45742,4,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
45743,0,Private,6,Never-married,Craft-repair,White,Male,United-States,<=50K
45745,2,Private,12,Married-civ-spouse,Sales,White,Male,United-States,>50K
45746,3,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
45747,2,Local-gov,9,Married-civ-spouse,Protective-serv,Black,Female,United-States,<=50K
45748,4,Self-emp-inc,13,Divorced,Sales,White,Female,United-States,<=50K
45749,2,Private,4,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
45750,1,Local-gov,13,Never-married,Prof-specialty,White,Female,United-States,<=50K
45751,1,Private,6,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
45752,1,Private,13,Married-civ-spouse,Exec-managerial,Black,Male,United-States,>50K
45753,1,Private,9,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45754,2,State-gov,10,Divorced,Prof-specialty,White,Female,United-States,<=50K
45755,2,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
45757,0,Private,5,Never-married,Craft-repair,White,Male,United-States,<=50K
45758,2,Private,10,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
45759,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
45760,4,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
45761,1,Private,3,Married-civ-spouse,Craft-repair,White,Male,Mexico,<=50K
45762,0,Private,10,Never-married,Prof-specialty,White,Female,United-States,<=50K
45763,0,Private,9,Never-married,Tech-support,Black,Female,United-States,<=50K
45764,0,Private,7,Never-married,Other-service,White,Male,United-States,<=50K
45765,2,Federal-gov,9,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
45767,3,Local-gov,10,Divorced,Adm-clerical,White,Male,United-States,>50K
45768,0,Private,13,Never-married,Prof-specialty,White,Male,United-States,<=50K
45769,0,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
45770,4,Private,4,Married-civ-spouse,Sales,White,Male,United-States,>50K
